number,address,position,bike_stands,available_bike_stands,available_bikes,date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,cloud_cover
3,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",20,15,5,2024-03-21 20:02:00,11.748,69.0,9.846296,44.0,0.0,0.0,0.0,3.0
