number,address,position,bike_stands,available_bike_stands,available_bikes,date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,cloud_cover
17,NA POLJANAH 53,"{'lat': 46.553109, 'lng': 15.624098}",20,14,6,2024-03-21 20:02:39,11.748,69.0,9.846296,44.0,0.0,0.0,0.0,3.0
