date,number,address,position,bike_stands,available_bike_stands,available_bikes,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-03-27 05:00:00,58,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",1162,0.0,9.293103448275861,5.0,68.0,-0.4,0.6,0.0,0.0,985.5
2024-03-29 01:00:00,40,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",804,13.0,9.675,6.1,82.0,3.2,2.1,0.0,0.1,994.7
2024-04-03 20:00:00,58,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",1162,12.0,9.344827586206897,10.2,91.0,8.8,7.9,0.0,0.0,1003.4
