number,address,position,bike_stands,available_bike_stands,available_bikes,date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,cloud_cover
6,Slomškov trg 10,"{'lat': 46.558924, 'lng': 15.644443}",20,8,12,2024-03-21 20:02:18,11.748,69.0,9.846296,44.0,0.0,0.0,0.0,3.0
