date,number,address,position,bike_stands,available_bike_stands,available_bikes,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-03-26 19:00:00,58,NA POLJANAH 53,"{'lat': 46.553109, 'lng': 15.624098}",1162,17.0,9.120689655172415,8.7,66.0,2.8,5.0,0.0,0.0,989.9
2024-03-27 17:00:00,55,NA POLJANAH 53,"{'lat': 46.553109, 'lng': 15.624098}",1102,11.0,8.909090909090908,14.0,68.0,8.2,11.8,0.0,0.0,983.0
2024-03-29 19:00:00,56,NA POLJANAH 53,"{'lat': 46.553109, 'lng': 15.624098}",1122,3.0,9.089285714285714,11.1,81.0,8.0,8.6,0.0,0.0,996.2
2024-03-30 01:00:00,35,NA POLJANAH 53,"{'lat': 46.553109, 'lng': 15.624098}",703,9.0,9.742857142857142,7.7,94.0,6.7,5.4,0.0,0.3,997.3
2024-04-03 02:00:00,58,NA POLJANAH 53,"{'lat': 46.553109, 'lng': 15.624098}",1162,6.0,9.413793103448276,9.0,85.0,6.7,4.6,0.0,0.6,999.7
2024-04-05 03:00:00,58,NA POLJANAH 53,"{'lat': 46.553109, 'lng': 15.624098}",1162,15.0,9.482758620689655,9.2,90.0,7.6,6.5,0.0,0.0,1007.2
