number,address,position,bike_stands,available_bike_stands,available_bikes,date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,cloud_cover
28,Pristan 6,"{'lat': 46.556731, 'lng': 15.64212}",20,3,17,2024-03-21 20:02:51,11.748,69.0,9.846296,44.0,0.0,0.0,0.0,3.0
