date,number,address,position,bike_stands,available_bike_stands,available_bikes,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-03-23 20:00:00,58,Partizanska c. 13,"{'lat': 46.56056, 'lng': 15.652935}",1162,1.0,9.551724137931034,3.7,92.0,2.5,0.6,0.0,0.1,1000.6
2024-03-24 19:00:00,49,Partizanska c. 13,"{'lat': 46.56056, 'lng': 15.652935}",984,9.0,10.183673469387756,5.1,88.0,3.3,1.0,0.0,0.0,993.6
2024-03-25 11:00:00,57,Partizanska c. 13,"{'lat': 46.56056, 'lng': 15.652935}",1142,20.0,8.280701754385966,7.0,77.0,3.2,3.0,0.0,0.1,1000.7
2024-03-26 15:00:00,57,Partizanska c. 13,"{'lat': 46.56056, 'lng': 15.652935}",1142,19.0,8.614035087719298,12.9,53.0,3.5,8.6,0.0,0.0,992.4
2024-03-31 05:00:00,58,Partizanska c. 13,"{'lat': 46.56056, 'lng': 15.652935}",1162,5.0,9.551724137931034,6.8,94.0,6.0,5.0,0.0,0.0,993.7
2024-03-31 21:00:00,57,Partizanska c. 13,"{'lat': 46.56056, 'lng': 15.652935}",1142,2.0,9.175438596491228,10.5,95.0,9.7,9.1,0.0,0.0,993.8
2024-04-03 17:00:00,57,Partizanska c. 13,"{'lat': 46.56056, 'lng': 15.652935}",1142,13.0,8.56140350877193,10.4,92.0,9.2,9.2,0.0,0.5,1003.4
