date,number,address,position,bike_stands,available_bike_stands,available_bikes,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-03-24 17:00:00,48,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",962,11.0,9.5625,5.5,89.0,3.9,2.0,0.0,0.9,994.0
2024-03-25 00:00:00,29,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",581,8.0,9.551724137931034,4.7,91.0,3.4,0.9,0.0,0.2,993.0
2024-03-27 01:00:00,35,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",703,17.0,9.857142857142858,6.9,62.0,0.1,2.4,0.0,0.0,987.3
2024-03-27 03:00:00,58,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",1162,17.0,9.46551724137931,5.4,67.0,-0.2,1.2,0.0,0.0,986.7
2024-03-28 01:00:00,29,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",581,10.0,9.482758620689655,8.8,89.0,7.1,6.3,0.0,0.0,980.0
2024-03-30 04:00:00,60,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",1202,20.0,9.533333333333333,8.2,90.0,6.6,5.6,0.0,0.0,996.6
2024-04-01 04:00:00,58,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",1162,5.0,9.551724137931034,8.8,94.0,7.9,6.6,0.0,0.0,991.5
2024-04-01 06:00:00,60,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",1202,4.0,8.983333333333333,10.8,91.0,9.5,8.1,0.0,0.0,990.4
2024-04-02 00:00:00,29,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",581,6.0,8.931034482758621,9.7,80.0,6.4,5.0,0.0,0.1,994.7
