number,address,position,bike_stands,available_bike_stands,available_bikes,date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,cloud_cover
11,Partizanska c. 13,"{'lat': 46.56056, 'lng': 15.652935}",20,6,14,2024-03-21 20:01:20,11.748,69.0,9.846296,44.0,0.0,0.0,0.0,3.0
