20,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",21,10,11,2024-03-19 13:29:48
20,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",21,10,11,2024-03-19 13:29:48
