2,Gosposvetska cesta 20,"{'lat': 46.561422, 'lng': 15.637118}",22,20,2,2024-03-19 13:30:05
2,Gosposvetska cesta 20,"{'lat': 46.561422, 'lng': 15.637118}",22,20,2,2024-03-19 13:30:05
