8,Razlagova ulica 1,"{'lat': 46.56196, 'lng': 15.650235}",20,3,16,2024-03-19 13:31:33
8,Razlagova ulica 1,"{'lat': 46.56196, 'lng': 15.650235}",20,3,16,2024-03-19 13:31:33
