date,number,address,position,bike_stands,available_bike_stands,available_bikes,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-03-27 15:00:00,58,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",1162,16.0,8.362068965517242,16.8,56.0,8.1,14.3,0.0,0.0,983.3
2024-03-29 00:00:00,29,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",581,6.0,9.586206896551724,6.7,70.0,1.6,1.7,0.0,0.0,994.3
2024-03-29 07:00:00,58,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",1162,5.0,9.086206896551724,7.6,76.0,3.7,4.1,0.0,0.0,996.1
2024-03-29 22:00:00,59,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",1182,13.0,9.474576271186441,9.3,93.0,8.1,7.5,0.0,0.0,997.4
2024-03-31 03:00:00,58,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",1162,14.0,9.551724137931034,8.8,88.0,7.0,6.8,0.0,0.0,993.3
2024-04-01 21:00:00,57,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",1142,18.0,8.964912280701755,10.4,79.0,7.0,5.4,0.0,0.0,992.9
2024-04-01 23:00:00,58,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",1162,18.0,8.913793103448276,10.0,78.0,6.4,5.1,0.0,0.1,994.4
2024-04-03 06:00:00,58,Pobreška cesta 18,"{'lat': 46.554703, 'lng': 15.652826}",1162,10.0,8.689655172413794,8.4,92.0,7.1,4.4,0.0,0.4,1001.3
