date,number,address,position,bike_stands,available_bike_stands,available_bikes,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-03-22 13:00:00,87,Ulica slovenske osamosvojitve 5,"{'lat': 46.558519, 'lng': 15.649072}",1743,0.0,8.494252873563218,11.4,84.0,8.7,8.7,0.0,0.8,1008.4
2024-03-24 20:00:00,56,Ulica slovenske osamosvojitve 5,"{'lat': 46.558519, 'lng': 15.649072}",1122,5.0,9.303571428571429,4.9,91.0,3.5,1.0,0.0,0.3,993.2
2024-03-25 08:00:00,58,Ulica slovenske osamosvojitve 5,"{'lat': 46.558519, 'lng': 15.649072}",1162,2.0,8.448275862068966,5.5,90.0,4.0,1.3,0.0,0.1,999.1
2024-03-29 04:00:00,58,Ulica slovenske osamosvojitve 5,"{'lat': 46.558519, 'lng': 15.649072}",1162,9.0,9.551724137931034,5.4,84.0,2.9,1.3,0.0,0.0,995.4
2024-03-31 06:00:00,58,Ulica slovenske osamosvojitve 5,"{'lat': 46.558519, 'lng': 15.649072}",1162,14.0,9.5,8.6,92.0,7.3,7.0,0.0,0.0,993.9
2024-03-31 07:00:00,58,Ulica slovenske osamosvojitve 5,"{'lat': 46.558519, 'lng': 15.649072}",1162,14.0,9.517241379310345,10.8,89.0,9.0,10.4,0.0,0.0,993.6
2024-04-01 03:00:00,58,Ulica slovenske osamosvojitve 5,"{'lat': 46.558519, 'lng': 15.649072}",1162,6.0,9.53448275862069,8.5,95.0,7.8,6.6,0.0,0.0,991.8
