number,address,position,bike_stands,available_bike_stands,available_bikes,date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,cloud_cover
10,Glavni trg 20,"{'lat': 46.557328, 'lng': 15.646833}",20,18,2,2024-03-21 20:06:24,11.748,69.0,9.846296,44.0,0.0,0.0,0.0,3.0
