number,address,position,bike_stands,available_bike_stands,available_bikes,date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,cloud_cover
4,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",20,17,3,2024-03-21 20:04:20,11.748,69.0,9.846296,44.0,0.0,0.0,0.0,3.0
