number,address,position,bike_stands,available_bike_stands,available_bikes,date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,cloud_cover
5,Mladinska ulica 15,"{'lat': 46.56294, 'lng': 15.644185}",16,11,5,2024-03-21 20:07:42,11.748,69.0,9.846296,44.0,0.0,0.0,0.0,3.0
