date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-04-09 00:00:00,14.5,79,10.9,13.3,0,0.0,1003.0
2024-04-09 01:00:00,14.4,79,10.8,13.3,0,0.0,1002.7
2024-04-09 02:00:00,14.0,82,11.0,12.9,0,0.0,1002.6
2024-04-09 03:00:00,13.9,86,11.6,13.1,0,0.0,1002.6
2024-04-09 04:00:00,13.9,87,11.9,13.4,0,0.0,1002.4
2024-04-09 05:00:00,14.2,87,12.0,13.4,0,0.0,1002.2
2024-04-09 06:00:00,16.0,82,13.0,15.4,0,0.0,1002.3
2024-04-09 07:00:00,17.9,80,14.5,18.8,0,0.0,1002.2
2024-04-09 08:00:00,19.7,73,14.7,20.6,0,0.0,1002.2
2024-04-09 09:00:00,21.3,71,15.7,21.9,0,0.0,1001.8
2024-04-09 10:00:00,22.9,66,16.3,23.9,0,0.0,1001.2
2024-04-09 11:00:00,24.4,60,16.2,25.4,0,0.0,1000.8
2024-04-09 12:00:00,25.5,55,15.8,26.3,0,0.0,1000.3
2024-04-09 13:00:00,25.3,53,14.9,24.5,0,0.0,1001.1
2024-04-09 14:00:00,23.1,58,14.4,21.0,0,0.1,1002.3
2024-04-09 15:00:00,21.7,59,13.4,19.0,0,0.0,1003.5
2024-04-09 16:00:00,20.3,64,13.2,18.0,0,0.0,1004.5
2024-04-09 17:00:00,18.5,68,12.6,15.8,0,0.0,1006.1
2024-04-09 18:00:00,14.7,74,10.2,10.5,0,0.0,1008.4
2024-04-09 19:00:00,13.3,67,7.2,9.4,0,0.0,1009.8
2024-04-09 20:00:00,13.0,65,6.6,9.2,0,0.0,1010.8
2024-04-09 21:00:00,12.4,72,7.5,9.0,0,0.1,1011.6
2024-04-09 22:00:00,12.0,76,7.8,8.6,0,0.3,1012.0
2024-04-09 23:00:00,11.9,77,7.9,8.6,0,0.3,1012.3
