date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-04-11 00:00:00,7.2,86,5.0,4.9,0,0.0,1026.4
2024-04-11 01:00:00,6.5,90,4.9,4.1,0,0.0,1026.8
2024-04-11 02:00:00,6.1,90,4.6,3.6,0,0.0,1026.6
2024-04-11 03:00:00,6.0,90,4.5,3.3,0,0.0,1026.8
2024-04-11 04:00:00,6.2,90,4.7,3.2,0,0.0,1026.8
2024-04-11 05:00:00,6.7,88,4.9,3.6,0,0.0,1027.0
2024-04-11 06:00:00,8.4,85,6.1,5.2,0,0.0,1026.8
2024-04-11 07:00:00,10.6,78,6.9,7.7,0,0.0,1026.7
2024-04-11 08:00:00,12.9,69,7.3,9.9,0,0.0,1026.7
2024-04-11 09:00:00,14.6,53,5.2,10.4,0,0.0,1026.7
2024-04-11 10:00:00,15.6,48,4.7,11.5,0,0.0,1026.9
2024-04-11 11:00:00,15.2,50,4.8,11.2,0,0.0,1026.9
2024-04-11 12:00:00,15.6,49,4.8,11.6,0,0.0,1026.5
2024-04-11 13:00:00,15.8,46,4.1,11.8,0,0.0,1026.7
2024-04-11 14:00:00,15.4,51,5.4,11.8,0,0.0,1026.6
2024-04-11 15:00:00,15.1,56,6.4,12.1,0,0.0,1026.5
2024-04-11 16:00:00,14.9,60,7.2,12.2,0,0.0,1026.5
2024-04-11 17:00:00,14.3,64,7.6,11.9,0,0.0,1026.5
2024-04-11 18:00:00,12.8,69,7.2,10.8,0,0.0,1026.4
2024-04-11 19:00:00,11.3,75,7.0,9.2,0,0.0,1026.4
2024-04-11 20:00:00,10.8,77,6.9,8.5,0,0.0,1026.6
2024-04-11 21:00:00,11.3,76,7.3,8.9,0,0.0,1026.7
2024-04-11 22:00:00,12.2,76,8.1,10.1,0,0.0,1027.0
2024-04-11 23:00:00,12.3,79,8.8,10.9,0,0.0,1027.1
