date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-03-31 00:00:00,10.1,87,8.0,8.3,0,0.0,993.7
2024-03-31 01:00:00,10.4,82,7.5,8.6,0,0.0,993.6
2024-03-31 02:00:00,8.8,88,6.9,7.0,0,0.0,993.2
2024-03-31 03:00:00,8.8,88,7.0,6.8,0,0.0,993.3
2024-03-31 04:00:00,7.4,92,6.2,5.5,0,0.0,993.3
2024-03-31 05:00:00,6.8,94,6.0,5.0,0,0.0,993.7
2024-03-31 06:00:00,8.6,92,7.3,7.0,0,0.0,993.9
2024-03-31 07:00:00,10.8,89,9.0,10.4,0,0.0,993.6
2024-03-31 08:00:00,13.0,84,10.3,12.9,0,0.0,993.4
2024-03-31 09:00:00,14.9,80,11.4,15.0,0,0.0,993.6
2024-03-31 10:00:00,16.7,76,12.4,16.6,0,0.0,993.8
2024-03-31 11:00:00,18.0,71,12.8,18.2,0,0.0,993.7
2024-03-31 12:00:00,18.9,68,13.0,19.0,0,0.0,993.6
2024-03-31 13:00:00,19.0,63,11.8,19.6,0,0.0,993.1
2024-03-31 14:00:00,19.0,63,11.8,18.5,0,0.0,993.1
2024-03-31 15:00:00,18.6,65,12.0,17.5,0,0.0,993.4
2024-03-31 16:00:00,18.0,71,12.7,17.6,0,0.0,993.3
2024-03-31 17:00:00,15.7,84,13.1,15.7,0,0.0,992.8
2024-03-31 18:00:00,13.0,87,10.8,12.0,0,0.0,992.9
2024-03-31 19:00:00,11.4,91,9.9,10.0,0,0.0,993.4
2024-03-31 20:00:00,10.7,94,9.7,9.6,0,0.0,993.8
2024-03-31 21:00:00,10.5,95,9.7,9.1,0,0.0,993.8
2024-03-31 22:00:00,10.3,96,9.7,8.7,0,0.0,993.3
2024-03-31 23:00:00,9.9,97,9.4,8.2,0,0.0,993.0
