date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-04-14 00:00:00,16.5285,56.0,7.71817,15.700315,0.0,0.0,990.18304
2024-04-14 01:00:00,15.6285,58.0,7.3908453,14.806061,0.0,0.0,989.3068
2024-04-14 02:00:00,13.1785,72.0,8.2410345,12.600607,0.0,0.0,989.1209
2024-04-14 03:00:00,11.528501,82.0,8.561186,10.993726,0.0,0.0,988.54126
2024-04-14 04:00:00,12.9285,70.0,7.586798,12.04059,0.0,0.0,988.41486
2024-04-14 05:00:00,12.778501,70.0,7.442991,11.901251,0.0,0.0,988.3007
2024-04-14 06:00:00,12.4785,79.0,8.935474,11.864189,0.0,0.0,988.1692
2024-04-14 07:00:00,15.4785,64.0,8.69821,14.874287,0.0,0.0,988.3225
2024-04-14 08:00:00,19.078499,59.0,10.88027,18.718857,0.0,0.0,988.6325
2024-04-14 09:00:00,22.728498,54.0,12.9422035,23.597694,0.0,0.0,988.64777
2024-04-14 10:00:00,25.7785,41.0,11.534366,26.474533,0.0,0.0,988.1052
2024-04-14 11:00:00,27.728498,37.0,11.717625,28.337337,0.0,0.0,987.4403
2024-04-14 12:00:00,28.9285,32.0,10.580629,28.747166,0.0,0.0,986.6944
2024-04-14 13:00:00,29.7785,28.0,9.318679,28.669079,0.0,0.0,985.81415
2024-04-14 14:00:00,30.328499,27.0,9.2476635,28.559605,0.0,0.0,984.7087
2024-04-14 15:00:00,29.6285,31.0,10.71113,27.685999,0.0,0.0,983.8615
2024-04-14 16:00:00,28.478498,38.0,12.788252,27.259144,0.0,0.0,983.4516
2024-04-14 17:00:00,26.1785,43.0,12.617741,25.726377,0.0,0.0,983.0164
2024-04-14 18:00:00,21.828499,50.0,10.942875,21.343487,0.0,0.0,983.1303
2024-04-14 19:00:00,20.978498,46.0,8.919379,20.311672,0.0,0.0,983.03735
2024-04-14 20:00:00,20.5285,47.0,8.827612,20.00311,0.0,0.0,982.7945
2024-04-14 21:00:00,18.828499,54.0,9.322178,18.334438,0.0,0.0,982.60645
2024-04-14 22:00:00,17.8785,57.0,9.240563,17.446991,0.0,0.0,982.40405
2024-04-14 23:00:00,17.3785,55.0,8.245464,16.81334,0.0,0.0,982.1546
