date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-03-27 00:00:00,7.0,64,0.5,2.6,0,0.0,987.7
2024-03-27 01:00:00,6.9,62,0.1,2.4,0,0.0,987.3
2024-03-27 02:00:00,5.9,65,-0.1,1.6,0,0.0,987.0
2024-03-27 03:00:00,5.4,67,-0.2,1.2,0,0.0,986.7
2024-03-27 04:00:00,5.1,68,-0.4,0.8,0,0.0,986.2
2024-03-27 05:00:00,5.0,68,-0.4,0.6,0,0.0,985.5
2024-03-27 06:00:00,6.1,68,0.6,1.6,0,0.0,985.0
2024-03-27 07:00:00,7.8,67,2.1,3.7,0,0.0,985.3
2024-03-27 08:00:00,10.3,64,3.7,6.6,0,0.0,985.5
2024-03-27 09:00:00,12.3,59,4.4,8.4,0,0.0,985.3
2024-03-27 10:00:00,13.9,56,5.3,10.3,0,0.0,984.9
2024-03-27 11:00:00,15.4,54,6.2,12.4,0,0.0,984.6
2024-03-27 12:00:00,16.5,54,7.1,13.6,0,0.0,983.8
2024-03-27 13:00:00,17.1,50,6.6,13.6,0,0.0,983.7
2024-03-27 14:00:00,17.0,51,6.9,13.6,0,0.0,983.5
2024-03-27 15:00:00,16.8,56,8.1,14.3,0,0.0,983.3
2024-03-27 16:00:00,15.8,62,8.6,13.7,0,0.0,983.3
2024-03-27 17:00:00,14.0,68,8.2,11.8,0,0.0,983.0
2024-03-27 18:00:00,12.0,73,7.4,9.7,0,0.0,983.0
2024-03-27 19:00:00,11.5,75,7.2,9.0,0,0.0,982.8
2024-03-27 20:00:00,11.3,76,7.2,8.6,0,0.0,982.4
2024-03-27 21:00:00,10.9,79,7.4,8.0,0,0.0,982.1
2024-03-27 22:00:00,10.8,80,7.4,7.8,0,0.0,981.7
2024-03-27 23:00:00,10.0,83,7.2,7.0,0,0.0,981.0
