date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-04-12 00:00:00,12.9785,77.0,9.040723,12.06452,0.0,0.0,995.09143
2024-04-12 01:00:00,12.0785,83.0,9.278449,11.25239,0.0,0.0,994.9857
2024-04-12 02:00:00,12.3285,80.0,8.975969,11.64123,0.0,0.0,994.9186
2024-04-12 03:00:00,11.8285,83.0,9.033904,11.205622,0.0,0.0,994.5696
2024-04-12 04:00:00,11.8785,80.0,8.537698,11.278594,0.0,0.0,994.0922
2024-04-12 05:00:00,11.8785,79.0,8.351978,10.921725,0.0,0.0,994.8655
2024-04-12 06:00:00,12.0785,86.0,9.807272,11.777653,0.0,0.0,994.6957
2024-04-12 07:00:00,14.9285,76.0,10.734292,14.806438,0.0,0.0,995.512
2024-04-12 08:00:00,18.0285,65.0,11.349594,18.065828,0.0,0.0,995.7701
2024-04-12 09:00:00,20.1285,55.0,10.805012,20.176014,0.0,0.0,995.4256
2024-04-12 10:00:00,21.7785,54.0,12.060766,22.57425,0.0,0.0,995.31824
2024-04-12 11:00:00,23.1285,48.0,11.518935,23.903742,0.0,0.0,994.69226
2024-04-12 12:00:00,23.978498,39.0,9.174632,24.097618,0.0,0.0,994.0105
2024-04-12 13:00:00,24.328499,40.0,9.864348,23.743267,0.0,0.0,993.1771
2024-04-12 14:00:00,24.478498,40.0,9.998554,23.267466,0.0,0.0,992.22534
2024-04-12 15:00:00,24.728498,37.0,9.060181,22.741846,0.0,0.0,991.67145
2024-04-12 16:00:00,24.228498,44.0,11.205043,22.900612,0.0,0.0,991.32733
2024-04-12 17:00:00,22.578499,49.0,11.326889,21.379133,0.0,0.0,990.85754
2024-04-12 18:00:00,20.2785,55.0,10.94457,19.195835,0.0,0.0,990.89453
2024-04-12 19:00:00,18.578499,59.0,10.411033,17.767157,0.0,0.0,990.8017
2024-04-12 20:00:00,16.728498,68.0,10.79196,16.817877,0.0,0.0,990.88293
2024-04-12 21:00:00,17.8785,54.0,8.439783,17.089865,0.0,0.0,991.1099
2024-04-12 22:00:00,17.1785,56.0,8.324739,16.549532,0.0,0.0,990.9339
2024-04-12 23:00:00,15.1785,63.0,8.181487,14.467636,0.0,0.0,990.51245
